text,name,cr,size,type,tags,section,alignment,environment,ac,hp,init,lair?,legendary?,unique?,sources
mtof.white-abishai,White Abishai,6,Medium,Fiend,Devil,Devils,lawful evil,planar,15,68,0,,,,Mordenkainen's Tome of Foes: 163
mm.white-dragon-wyrmling,White Dragon Wyrmling,2,Medium,Dragon,,Dragons,chaotic evil,"arctic, cave, underground",16,32,0,,,,Monster Manual: 102
tftyp.white-maw,White Maw,10,Gargantuan,Ooze,,,chaotic neutral,,5,217,-5,,,unique,Tales from the Yawning Portal: 248
apoc.wiggan-nettlebee,Wiggan Nettlebee,2,Medium,Humanoid,Halfling,Other Villains,neutral evil,,11,36,1,,,unique,Princes of the Apocalypse: 212
mm.wight,Wight,3,Medium,Undead,,,neutral evil,"arctic, cave, coast, desert, dungeon, forest, grassland, mountain, ruins, swamp, underground, urban",14,45,2,,,,"Basic Rules v1: 50, Monster Manual: 300"
mm.will-o-wisp,Will-o'-Wisp,2,Tiny,Undead,,,chaotic evil,swamp,19,22,9,,,,"HotDQ supplement: 22, Monster Manual: 301, Princes of the Apocalypse Online Supplement v1.0: 37"
apoc.windharrow,Windharrow,3,Medium,Humanoid,Half-elf,Howling Hatred Cultists,neutral evil,,15,55,3,,,unique,Princes of the Apocalypse: 192
mm.winged-kobold,Winged Kobold,0.5,Small,Humanoid,Kobold,Kobolds,lawful evil,"mountain, underground",13,7,3,,,,"HotDQ supplement: 23, Monster Manual: 195"
mtof.winter-eladrin,Winter Eladrin,10,Medium,Fey,Elf,Eladrin,chaotic neutral,planar,19,127,0,,,,Mordenkainen's Tome of Foes: 197
mm.winter-wolf,Winter Wolf,3,Large,Monstrosity,,Misc Creatures,neutral evil,"arctic, cave, forest, grassland",13,75,1,,,,"Basic Rules v1: 50, Monster Manual: 340"
mm.wolf,Wolf,0.5,Medium,Beast,,Misc Creatures,unaligned,"arctic, cave, forest, grassland",13,11,2,,,,"Basic Rules v1: 50, Monster Manual: 341, Player's Handbook: 311"
volo.wood-woad,Wood Woad,5,Medium,Plant,,,lawful neutral,forest,18,75,1,,,,Volo's Guide to Monsters: 198
mm.worg,Worg,0.25,Large,Monstrosity,,Misc Creatures,neutral evil,"arctic, cave, forest, grassland",13,26,1,,,,"Basic Rules v1: 51, Monster Manual: 341"
mm.wraith,Wraith,5,Medium,Undead,,,neutral evil,"dungeon, ruins, swamp, urban",13,67,3,,,,Monster Manual: 302
mm.wyvern,Wyvern,6,Large,Dragon,,,unaligned,"arctic, coast, grassland",13,110,0,,,,"Basic Rules v1: 51, HotDQ supplement: 23, Monster Manual: 303"
toa.xandala,Xandala,7,Medium,Humanoid,Half-elf,,neutral evil,,13,71,0,,,unique,Tomb of Annihilation: 236
mm.xorn,Xorn,5,Medium,Elemental,,,neutral,"dungeon, planar, underground",19,73,0,,,,"Monster Manual: 304, Princes of the Apocalypse Online Supplement v1.0: 38"
volo.xvart,Xvart,0.125,Small,Humanoid,Xvart,Xvarts,chaotic evil,"grassland, underground",13,7,2,,,,Volo's Guide to Monsters: 200
volo.xvart-speaker,Xvart Speaker,0.125,Small,Humanoid,Xvart,Xvarts,chaotic evil,"grassland, underground",13,7,2,,,,Volo's Guide to Monsters: 200
volo.xvart-warlock-of-raxivort,Xvart Warlock of Raxivort,1,Small,Humanoid,Xvart,Xvarts,chaotic evil,"grassland, underground",12,22,2,,,,Volo's Guide to Monsters: 200
mtof.yagnoloth,Yagnoloth,11,Large,Fiend,Yugoloth,Yugoloths,neutral evil,planar,17,147,2,,,,Mordenkainen's Tome of Foes: 252
sking.yakfolk-priest,Yakfolk Priest,4,Large,Monstrosity,,,neutral evil,,12,52,0,,,,Storm King's Thunder: 245
sking.yakfolk-warrior,Yakfolk Warrior,3,Large,Monstrosity,,,neutral evil,,11,60,0,,,,Storm King's Thunder: 244
apoc.yan-c-bin,Yan-C-Bin,18,Huge,Elemental,,Princes of Elemental Evil,neutral evil,,22,283,7,lair,legendary,unique,Princes of the Apocalypse: 221
abyss.yeenoghu,Yeenoghu,24,Huge,Fiend,Demon,Demon Lords,chaotic evil,,22,348,3,,legendary,unique,Out of the Abyss: 247
mtof.yeenoghu,Yeenoghu,24,Huge,Fiend,Demon,Demon Lords,chaotic evil,planar,20,333,3,lair,legendary,unique,Mordenkainen's Tome of Foes: 155
toa.yellow-musk-creeper,Yellow Musk Creeper,2,Medium,Plant,,Yellow Musk Creeper and Zombie,unaligned,,6,60,-4,,,,Tomb of Annihilation: 237
toa.yellow-musk-zombie,Yellow Musk Zombie,0.5,Medium,Undead,,Yellow Musk Creeper and Zombie,unaligned,,9,33,-1,,,,Tomb of Annihilation: 237
abyss.yestabrod,Yestabrod,4,Large,Monstrosity,,,chaotic evil,,15,75,0,,legendary,unique,Out of the Abyss: 233
volo.yeth-hound,Yeth Hound,4,Large,Fey,,,neutral evil,"forest, grassland",14,51,3,,,,Volo's Guide to Monsters: 201
mm.yeti,Yeti,3,Large,Monstrosity,,Yeti,chaotic evil,"arctic, cave, mountain",12,51,1,,,,"Basic Rules v1: 51, Monster Manual: 305"
mm.yochlol,Yochlol,10,Medium,Fiend,"Demon, Shapechanger",Demons,chaotic evil,"dungeon, planar",15,136,2,,,,Monster Manual: 65
mm.young-black-dragon,Young Black Dragon,7,Large,Dragon,,Dragons,chaotic evil,swamp,18,127,2,,,,Monster Manual: 88
mm.young-blue-dragon,Young Blue Dragon,9,Large,Dragon,,Dragons,lawful evil,desert,18,152,0,,,,Monster Manual: 91
mm.young-brass-dragon,Young Brass Dragon,6,Large,Dragon,,Dragons,chaotic good,"cave, underground",17,110,0,,,,Monster Manual: 105
mm.young-bronze-dragon,Young Bronze Dragon,8,Large,Dragon,,Dragons,lawful good,coast,18,142,0,,,,Monster Manual: 108
mm.young-copper-dragon,Young Copper Dragon,7,Large,Dragon,,Dragons,chaotic good,"cave, desert, grassland",17,119,1,,,,Monster Manual: 112
mm.young-gold-dragon,Young Gold Dragon,10,Large,Dragon,,Dragons,lawful good,"mountain, ruins",18,178,2,,,,Monster Manual: 115
mm.young-green-dragon,Young Green Dragon,8,Large,Dragon,,Dragons,lawful evil,forest,18,136,1,,,,"Basic Rules v1: 52, Monster Manual: 94"
mtof.young-kruthik,Young Kruthik,0.125,Small,Monstrosity,,Kruthiks,unaligned,"cave, underground",16,9,3,,,,Mordenkainen's Tome of Foes: 211
mm.young-red-dragon,Young Red Dragon,10,Large,Dragon,,Dragons,chaotic evil,mountain,18,178,0,,,,"Monster Manual: 98, Princes of the Apocalypse Online Supplement v1.0: 38"
mm.young-red-shadow-dragon,Young Red Shadow Dragon,13,Large,Dragon,,"Dragon, Shadow",chaotic evil,planar,18,178,0,,,,Monster Manual: 85
mm.young-remorhaz,Young Remorhaz,5,Large,Monstrosity,,Remorhazes,unaligned,"arctic, cave",14,93,1,,,,Monster Manual: 258
mm.young-silver-dragon,Young Silver Dragon,9,Large,Dragon,,Dragons,lawful good,"arctic, mountain",18,168,0,,,,Monster Manual: 118
mm.young-white-dragon,Young White Dragon,6,Large,Dragon,,Dragons,chaotic evil,"arctic, cave, underground",17,133,0,,,,Monster Manual: 101
mm.yuan-ti-abomination,Yuan-ti Abomination,7,Large,Monstrosity,"Shapechanger, Yuan-ti",Yuan-ti,neutral evil,"desert, forest, mountain, ruins, swamp",15,127,3,,,,Monster Manual: 308
volo.yuan-ti-anathema,Yuan-ti Anathema,12,Huge,Monstrosity,"Shapechanger, Yuan-ti",Yuan-ti,neutral evil,"desert, forest, underground",16,189,1,,,,Volo's Guide to Monsters: 202
volo.yuan-ti-broodguard,Yuan-ti Broodguard,2,Medium,Humanoid,Yuan-ti,Yuan-ti,neutral evil,"desert, forest, underground",14,45,2,,,,"Volo's Guide to Monsters: 203, Tomb of Annihilation: 238"
mm.yuan-ti-malison,Yuan-ti Malison,3,Medium,Monstrosity,"Shapechanger, Yuan-ti",Yuan-ti,neutral evil,"desert, forest, mountain, ruins, swamp",12,66,2,,,,"HotDQ supplement: 23, Monster Manual: 309"
volo.yuan-ti-mind-whisperer,Yuan-ti Mind Whisperer,4,Medium,Monstrosity,"Shapechanger, Yuan-ti",Yuan-ti,neutral evil,"desert, forest, underground",14,71,2,,,,Volo's Guide to Monsters: 204
volo.yuan-ti-nightmare-speaker,Yuan-ti Nightmare Speaker,4,Medium,Monstrosity,"Shapechanger, Yuan-ti",Yuan-ti,neutral evil,"desert, forest, underground",14,71,2,,,,"Volo's Guide to Monsters: 205, Tomb of Annihilation: 239"
volo.yuan-ti-pit-master,Yuan-ti Pit Master,5,Medium,Monstrosity,"Shapechanger, Yuan-ti",Yuan-ti,neutral evil,"desert, forest, underground",14,88,2,,,,Volo's Guide to Monsters: 206
mm.yuan-ti-pureblood,Yuan-ti Pureblood,1,Medium,Humanoid,Yuan-ti,Yuan-ti,neutral evil,"desert, forest, mountain, ruins, swamp",11,40,1,,,,"HotDQ supplement: 24, Monster Manual: 310"
tftyp.yusdrayl,Yusdrayl,1,Small,Humanoid,Kobold,,lawful evil,,12,16,2,,,unique,Tales from the Yawning Portal: 248
mtof.zaratan,Zaratan,21,Gargantuan,Elemental,,Elder Elementals,neutral,planar,21,307,0,,legendary,,Mordenkainen's Tome of Foes: 201
mtof.zariel,Zariel,26,Large,Fiend,Devil,Archdevils,lawful evil,planar,21,580,7,lair,legendary,unique,Mordenkainen's Tome of Foes: 180
toa.zindar,Zindar,8,Medium,Humanoid,Half-dragon,,lawful good,,13,110,0,,,unique,Tomb of Annihilation: 239
mm.zombie,Zombie,0.5,Medium,Undead,,Zombies,neutral evil,"aquatic, arctic, cave, coast, desert, dungeon, forest, grassland, mountain, ruins, swamp, underground, urban",8,22,-2,,,,"Basic Rules v1: 52, Monster Manual: 316, Player's Handbook: 311"
toa.zorbo,Zorbo,0.25,Small,Monstrosity,,,unaligned,,10,27,0,,,,Tomb of Annihilation: 241
abyss.zuggtmoy,Zuggtmoy,23,Large,Fiend,Demon,Demon Lords,chaotic evil,,18,304,2,,legendary,unique,Out of the Abyss: 249
mtof.zuggtmoy,Zuggtmoy,23,Large,Fiend,Demon,Demon Lords,chaotic evil,planar,18,304,2,lair,legendary,unique,Mordenkainen's Tome of Foes: 157
